age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y
41,1,1,1,0,297,0,1,12,4,140,2,-1,0,0
57,3,0,3,0,2112,0,0,12,4,1134,2,-1,0,1
49,6,0,1,0,300,0,0,12,4,76,2,-1,0,0
54,10,0,3,0,212,0,0,12,4,81,4,-1,0,0
30,10,0,1,0,0,0,0,12,4,91,2,-1,0,0
31,0,1,0,0,573,0,0,12,4,138,2,-1,0,0
30,0,1,0,0,220,0,1,12,4,111,2,-1,0,0
35,0,0,0,0,100,0,0,12,4,120,2,-1,0,0
35,0,0,0,0,1383,0,0,12,4,143,2,-1,0,0
58,0,0,0,0,5942,0,0,12,4,64,2,-1,0,0
40,10,0,1,0,1050,0,0,12,4,117,2,-1,0,0
31,0,0,0,0,1575,0,0,12,4,178,4,-1,0,0
42,0,3,0,0,1622,1,0,12,4,158,2,-1,0,0
42,1,1,1,1,0,0,1,12,4,51,4,-1,0,0
46,9,0,1,0,3533,1,0,12,4,235,2,-1,0,0
59,5,0,3,0,94,0,0,12,4,256,2,-1,0,0
58,5,0,1,0,7560,0,0,12,4,364,2,-1,0,0
32,0,3,0,0,874,0,0,12,4,1282,6,-1,0,1
49,0,0,1,0,0,0,0,12,4,138,2,-1,0,0
34,0,1,0,0,1009,1,0,12,4,68,2,-1,0,0
33,1,1,1,0,827,1,0,12,4,58,4,-1,0,0
30,0,1,0,0,74,0,0,12,4,96,5,-1,0,0
39,10,0,3,0,562,0,0,12,4,234,2,-1,0,0
34,3,0,1,0,172,0,0,12,4,237,2,-1,0,0
32,0,1,0,0,100,0,0,12,4,181,2,-1,0,0
52,0,0,0,0,0,0,0,12,4,106,2,-1,0,0
58,1,0,1,0,1463,1,0,12,4,110,3,-1,0,0
49,4,0,1,0,1269,0,0,12,4,117,9,-1,0,0
36,0,1,0,0,419,0,0,12,4,122,2,-1,0,0
30,0,1,0,0,67,0,0,12,4,52,2,-1,0,0
36,1,0,1,0,1659,0,0,12,4,126,2,-1,0,0
35,0,0,0,0,362,0,0,12,4,95,8,-1,0,0
30,1,1,1,0,700,1,0,12,4,73,2,-1,0,0
59,3,0,3,0,2192,0,0,12,4,365,2,-1,0,0
37,0,1,0,0,553,0,0,12,4,63,2,-1,0,0
30,0,1,1,0,1913,0,0,12,4,250,2,-1,0,0
31,1,1,1,0,279,0,0,12,4,213,2,-1,0,0
34,0,1,0,0,2757,1,0,12,4,126,2,-1,0,0
56,5,0,0,0,3616,0,1,12,4,63,2,-1,0,0
47,7,0,3,0,586,0,0,12,4,68,2,-1,0,0
58,5,0,3,0,1472,0,0,12,4,74,2,-1,0,0
30,0,1,1,0,24,0,0,12,4,29,4,-1,0,0
37,1,1,1,0,353,1,0,12,4,147,2,-1,0,0
50,3,0,1,0,418,0,1,12,4,867,2,-1,0,0
54,1,0,1,0,-777,0,1,12,4,117,2,-1,0,0
54,0,1,0,0,2419,1,0,12,4,139,2,-1,0,0
32,0,1,0,0,2667,1,0,12,4,971,2,-1,0,1
51,0,0,0,0,8304,0,0,12,4,105,2,-1,0,0
40,0,0,0,0,12409,1,0,12,4,196,2,-1,0,0
32,1,1,1,0,5,0,0,12,4,105,2,-1,0,0
30,0,1,0,0,478,0,0,12,4,193,3,-1,0,0
31,0,0,0,1,-253,0,0,12,4,220,4,-1,0,0
30,1,1,0,0,8138,1,0,12,4,227,2,-1,0,0
31,1,1,0,0,438,1,0,12,4,130,2,-1,0,0
34,1,1,1,0,27,0,0,12,4,256,9,-1,0,0
47,9,0,0,0,0,0,0,12,4,232,5,-1,0,0
41,0,0,0,0,2781,1,0,12,4,95,2,-1,0,0
30,0,1,0,0,443,1,1,12,4,80,2,-1,0,0
55,0,3,0,0,277,0,0,12,4,101,3,-1,0,0
38,0,3,0,0,554,0,0,12,4,138,4,-1,0,0
41,0,0,0,0,557,1,1,12,4,148,4,-1,0,0
36,9,3,1,0,871,0,0,12,4,396,3,-1,0,1
45,3,0,3,0,328,1,0,12,4,174,4,-1,0,0
52,6,0,1,0,2347,0,1,12,4,603,3,-1,0,0
35,0,0,0,0,77,0,0,12,4,69,4,-1,0,0
37,0,0,0,0,4044,0,0,12,4,87,4,-1,0,0
54,6,0,1,0,19213,0,0,12,4,100,6,-1,0,0
47,0,1,0,0,0,0,0,12,4,138,2,-1,0,0
32,1,1,1,0,-114,0,0,12,4,155,2,-1,0,0
53,6,0,1,0,8449,0,0,12,4,123,2,-1,0,0
50,1,0,0,0,5907,1,1,12,4,338,2,-1,0,0
33,1,1,1,0,2481,0,0,12,4,104,2,-1,0,0
30,0,0,1,0,850,0,0,12,4,507,2,-1,0,1
44,8,0,3,0,614,0,0,12,4,85,4,-1,0,0
31,0,1,0,0,1836,1,0,12,4,177,2,-1,0,0
30,0,1,0,0,1038,0,0,12,4,88,2,-1,0,0
53,0,0,0,0,-1,0,0,12,4,150,2,-1,0,0
35,1,0,1,0,1067,0,1,12,4,179,6,-1,0,0
33,1,1,1,1,329,0,0,12,4,137,2,-1,0,0
30,1,1,1,0,281,0,0,12,4,105,2,-1,0,0
42,9,3,1,0,759,0,0,12,4,126,3,-1,0,0
30,0,1,0,0,368,1,0,12,4,241,2,-1,0,0
30,0,1,0,0,-672,0,0,12,4,130,2,-1,0,0
43,0,0,0,0,-526,0,0,12,4,603,2,-1,0,0
59,5,0,3,0,0,0,0,12,4,66,2,-1,0,0
33,1,1,0,0,2024,0,0,12,4,109,2,-1,0,0
33,1,0,1,0,3243,0,0,12,4,439,4,-1,0,1
39,1,0,1,0,1986,0,0,12,4,217,6,-1,0,0
34,0,1,0,0,2835,1,0,12,4,107,2,-1,0,0
52,0,0,0,0,3508,0,0,12,4,252,2,-1,0,0
54,0,0,0,0,11563,1,0,12,4,143,2,-1,0,0
45,3,0,3,0,1951,0,0,12,4,73,2,-1,0,0
52,10,0,4,0,544,0,0,12,4,254,2,-1,0,0
33,0,0,0,0,1504,0,0,12,4,61,2,-1,0,0
49,0,0,0,0,350,0,0,12,4,238,6,-1,0,0
46,3,0,3,0,2269,1,0,12,4,73,2,-1,0,0
35,0,1,0,0,53,0,1,12,4,80,4,-1,0,0
34,10,0,0,0,897,0,0,12,4,197,4,-1,0,0
30,0,1,0,0,1466,0,0,12,4,111,4,-1,0,0
59,8,0,4,0,59,0,0,12,4,171,2,-1,0,0
33,0,0,0,0,1399,0,0,12,4,436,4,-1,0,0
38,0,0,0,0,0,0,0,12,4,119,2,-1,0,0
31,0,0,1,0,1368,1,0,12,4,129,4,-1,0,0
48,0,3,0,0,148,0,0,12,4,152,2,-1,0,0
34,1,0,1,0,-136,1,1,12,4,131,2,-1,0,0
31,0,1,0,0,86,0,0,12,4,150,4,-1,0,0
52,3,0,3,0,273,1,0,12,4,128,2,-1,0,0
54,0,0,0,0,1411,0,0,12,4,56,2,-1,0,0
35,8,0,1,0,0,0,0,12,4,64,2,-1,0,0
57,0,3,1,0,396,0,0,12,4,108,2,-1,0,0
45,1,0,1,0,3241,0,0,12,4,84,2,-1,0,0
57,3,0,1,0,6004,1,0,12,4,157,6,-1,0,0
34,1,1,0,0,23919,0,0,12,4,384,2,-1,0,0
30,0,1,0,0,894,0,0,12,4,312,6,-1,0,0
47,0,0,1,0,-1854,1,1,12,4,388,2,-1,0,0
37,9,0,1,0,117,0,0,12,4,144,4,-1,0,0
58,0,3,0,0,108,0,0,12,4,231,4,-1,0,0
38,1,1,1,0,382,1,0,12,4,180,2,-1,0,0
54,0,0,0,0,1146,1,0,12,4,205,2,-1,0,0
44,10,0,3,0,93,0,0,12,4,163,2,-1,0,0
43,10,0,3,0,25,0,0,12,4,121,2,-1,0,0
57,0,3,0,0,8897,1,0,12,4,865,2,-1,0,1
38,1,1,0,0,508,1,1,12,4,1103,2,-1,0,1
46,1,0,1,0,190,1,0,12,4,370,2,-1,0,0
57,5,0,1,0,2714,0,0,12,4,106,2,-1,0,0
41,1,3,1,0,1631,1,0,12,4,173,2,-1,0,0
49,0,0,0,0,579,0,0,12,4,201,4,-1,0,0
32,1,1,0,0,720,0,0,12,4,234,4,-1,0,0
38,1,0,0,0,940,0,0,12,4,191,7,-1,0,0
31,1,0,0,0,4089,0,0,12,4,433,3,-1,0,0
46,8,0,1,0,548,0,0,12,4,1181,4,-1,0,1
58,1,0,1,0,175,0,0,12,4,92,4,-1,0,0
30,0,0,0,0,1567,1,0,12,4,1133,4,-1,0,1
33,10,0,3,0,209,0,0,12,4,76,4,-1,0,0
30,0,1,0,0,812,0,0,12,4,91,4,-1,0,0
45,6,0,1,0,362,0,0,12,4,536,4,-1,0,0
54,1,0,1,0,658,0,0,12,4,398,4,-1,0,0
35,1,0,0,0,432,0,0,12,4,104,8,-1,0,0
49,0,0,0,0,4751,0,0,12,4,884,4,-1,0,1
55,0,0,0,0,134,0,0,12,4,1650,16,-1,0,0
45,6,0,0,0,2552,0,0,12,4,149,7,-1,0,0
30,8,0,1,0,0,0,0,12,4,297,3,-1,0,0
52,1,3,1,0,106,0,0,12,4,193,4,-1,0,0
54,3,0,3,0,1849,0,0,12,4,127,4,-1,0,0
30,1,1,0,1,23,0,0,12,4,72,4,-1,0,0
42,8,0,1,0,487,1,0,12,4,58,4,-1,0,0
38,1,0,1,0,1478,0,0,12,4,926,4,-1,0,1
34,0,3,0,0,157,1,0,12,4,117,2,-1,0,0
31,0,1,0,0,350,1,0,12,4,359,2,-1,0,0
34,8,0,0,0,0,0,0,12,4,117,4,-1,0,0
39,0,0,0,0,1424,1,0,12,4,254,2,-1,0,0
50,0,0,0,0,2296,0,0,12,4,121,2,-1,0,0
35,0,0,0,0,1511,1,0,12,4,226,4,-1,0,0
60,6,0,1,0,711,0,0,12,4,355,4,-1,0,0
36,1,1,1,1,12,0,0,12,4,587,2,-1,0,1
47,0,0,0,0,434,0,0,12,4,111,4,-1,0,0
60,1,0,0,0,131,0,0,12,4,139,6,-1,0,0
33,0,0,0,0,1071,0,0,12,4,83,4,-1,0,0
59,5,0,4,0,7586,0,0,12,4,632,6,-1,0,0
48,3,0,1,0,426,1,1,12,4,186,2,-1,0,0
30,0,1,0,0,222,1,0,12,4,112,4,-1,0,0
49,3,0,3,0,1456,0,0,12,4,225,4,-1,0,0
58,3,0,1,0,842,0,0,12,4,253,2,-1,0,0
55,3,0,1,0,1011,1,0,12,4,112,2,-1,0,0
31,0,0,0,0,1514,0,0,12,4,284,2,-1,0,0
54,0,3,0,0,3473,1,0,12,4,306,2,-1,0,0
49,3,0,3,0,128,0,0,12,4,696,2,-1,0,1
60,5,0,0,0,1141,0,0,12,4,66,4,-1,0,0
31,0,0,0,0,596,0,0,12,4,192,4,-1,0,0
34,0,0,0,0,496,0,0,12,4,105,6,-1,0,0
45,6,0,1,0,43,0,0,12,4,114,4,-1,0,0
43,0,1,0,0,1627,0,0,12,4,105,4,-1,0,0
30,0,1,0,0,67,0,0,12,4,578,4,-1,0,0
57,5,0,0,0,0,0,0,12,4,116,4,-1,0,0
59,5,0,1,0,566,0,0,12,4,464,4,-1,0,0
32,1,1,0,0,1325,0,0,12,4,142,2,-1,0,0
55,3,0,1,0,388,0,0,12,4,187,2,-1,0,0
49,0,0,0,0,53,0,0,12,4,134,6,-1,0,0
36,1,1,0,0,1072,1,0,12,4,338,2,-1,0,0
52,7,0,1,0,1579,0,1,12,4,158,2,-1,0,0
49,3,0,1,0,553,0,0,12,4,645,8,-1,0,1
50,0,0,0,0,258,0,0,12,4,246,6,-1,0,0
40,9,3,1,0,1694,0,0,12,4,473,6,-1,0,1
41,0,0,0,0,8553,1,0,12,4,304,12,-1,0,0
49,3,0,3,0,408,0,0,12,4,559,4,-1,0,1
38,0,0,0,0,1223,0,0,12,4,1092,5,-1,0,1
49,8,0,0,0,599,0,0,12,4,174,1,-1,0,0
31,0,1,0,0,1858,0,0,12,4,453,3,-1,0,1
48,0,0,1,0,286,0,0,12,4,127,1,-1,0,0
54,3,0,3,0,1173,0,0,12,4,128,8,-1,0,0
31,1,1,0,0,208,0,0,12,4,1344,7,-1,0,1
31,0,3,0,0,297,0,0,12,4,127,1,-1,0,0
46,0,1,0,0,2278,0,0,12,4,218,5,-1,0,0
34,0,1,0,0,3679,1,0,12,4,178,1,-1,0,0
34,0,0,0,0,520,1,0,12,4,1307,4,-1,0,1
47,7,0,1,0,27,0,0,12,4,153,4,-1,0,0
39,0,0,0,0,271,1,0,12,4,1344,1,-1,0,1
54,0,0,0,0,153,0,0,12,4,168,5,-1,0,0
31,0,1,0,0,1289,1,0,12,4,264,3,-1,0,0
42,1,0,0,0,250,0,1,12,4,213,3,-1,0,0
31,1,1,0,0,36,0,0,12,4,111,3,-1,0,0
33,0,1,0,0,87,0,0,12,4,978,1,-1,0,1
30,0,1,0,0,9634,0,0,12,4,781,5,-1,0,0
47,1,0,0,0,545,1,0,12,4,588,3,-1,0,0
54,6,0,1,0,4943,0,0,12,4,145,11,-1,0,0
54,3,0,3,0,1659,0,0,12,4,50,5,-1,0,0
40,0,0,1,0,4396,0,0,12,4,432,3,-1,0,1
31,0,1,0,0,391,1,0,12,4,454,3,-1,0,0
47,1,0,1,0,568,1,0,12,4,1613,1,-1,0,1
32,1,0,1,0,11431,0,0,12,4,141,5,-1,0,0
32,0,0,0,0,2414,0,0,12,4,439,4,-1,0,0
59,5,0,1,0,278,0,0,12,4,141,3,-1,0,0
58,6,0,4,0,528,0,0,12,4,136,3,-1,0,0
33,0,0,0,0,519,0,0,12,4,260,3,-1,0,0
47,3,0,3,0,570,0,0,12,4,864,3,-1,0,0
48,3,0,3,0,3020,0,0,12,4,645,3,-1,0,0
50,0,0,0,0,1240,0,0,12,4,474,2,-1,0,0
45,0,0,1,0,424,1,1,12,4,216,5,-1,0,0
60,5,0,1,0,781,1,1,12,4,128,5,-1,0,0
32,0,1,0,0,1310,0,0,12,4,418,3,-1,0,0
42,1,1,0,0,166,0,0,12,4,226,4,-1,0,0
49,1,3,1,0,-96,0,1,12,4,252,3,-1,0,0
30,0,1,0,0,317,0,0,12,4,134,8,-1,0,0
32,1,1,0,0,1732,0,0,12,4,140,4,-1,0,0
30,0,1,0,0,349,0,0,12,4,180,3,-1,0,0
47,0,3,0,0,800,0,0,12,4,483,5,-1,0,0
48,7,0,1,0,1355,0,0,12,4,409,7,-1,0,0
51,6,0,1,0,771,0,1,12,4,143,3,-1,0,0
54,1,0,1,0,479,0,0,12,4,222,3,-1,0,0
37,1,1,1,0,3665,0,0,12,4,664,3,-1,0,1
54,0,3,0,0,1037,0,0,12,4,612,4,-1,0,0
52,6,0,1,0,692,1,0,12,4,129,9,-1,0,0
44,1,1,1,0,244,1,0,12,4,1735,4,-1,0,1
36,0,0,0,0,0,0,0,12,4,243,3,-1,0,0
49,3,0,1,0,3779,1,0,12,4,178,9,-1,0,0
48,9,0,3,0,9622,0,0,12,4,787,6,-1,0,0
59,6,0,0,0,349,0,0,12,4,124,4,-1,0,0
33,0,0,0,0,621,0,0,12,4,913,5,-1,0,0
33,0,0,0,0,1674,1,0,12,4,284,7,-1,0,0
36,1,0,1,0,295,0,0,12,4,129,6,-1,0,0
48,7,0,1,0,260,0,0,12,4,228,5,-1,0,0
44,1,0,1,0,267,0,1,12,4,508,3,-1,0,0
55,0,0,0,0,568,0,0,12,4,940,10,-1,0,1
50,3,0,3,0,106,0,0,12,4,460,2,-1,0,0
30,0,1,0,0,4210,0,0,12,4,796,4,-1,0,1
58,5,0,1,0,2609,0,0,12,4,136,5,-1,0,0
32,0,1,0,0,3199,0,0,12,4,58,3,-1,0,0
56,6,0,4,0,1167,0,0,12,4,465,9,-1,0,0
44,0,0,1,0,781,1,0,12,4,112,5,-1,0,0
32,1,0,1,0,3095,0,0,12,4,204,10,-1,0,0
33,0,3,0,0,2695,1,0,12,4,711,3,-1,0,0
31,0,1,0,0,745,0,0,12,4,121,4,-1,0,0
51,9,0,1,0,2254,0,0,12,4,83,3,-1,0,0
43,7,0,1,0,378,0,1,12,4,321,4,-1,0,0
41,0,1,0,0,416,1,0,12,4,1476,2,-1,0,0
34,0,1,0,0,966,1,0,12,4,204,3,-1,0,0
50,3,0,4,0,2065,0,0,12,4,161,2,-1,0,0
57,3,0,3,0,0,0,0,12,4,120,3,-1,0,0
33,0,0,1,0,-285,1,0,12,4,507,3,-1,0,0
49,1,0,1,0,12531,0,0,13,4,77,8,-1,0,0
50,1,0,1,0,1824,1,0,13,4,767,8,-1,0,0
41,8,0,3,0,204,0,0,13,4,111,7,-1,0,0
60,5,0,4,0,878,0,0,13,4,106,2,-1,0,0
34,0,0,0,0,1293,1,0,13,4,168,2,-1,0,0
45,2,0,0,0,2476,0,0,13,4,239,2,-1,0,0
55,10,0,3,0,0,0,0,13,4,139,2,-1,0,0
33,1,0,1,0,0,0,0,13,4,78,2,-1,0,0
45,10,0,3,0,7353,0,0,13,4,536,2,-1,0,0
55,10,0,3,0,1642,0,0,13,4,295,2,-1,0,0
52,10,0,3,0,200,0,0,13,4,224,2,-1,0,0
52,1,0,1,0,1076,1,0,13,4,156,2,-1,0,0
33,1,1,1,0,6325,0,0,13,4,206,2,-1,0,0
45,0,3,0,0,2096,0,0,13,4,317,2,-1,0,0
52,3,0,3,0,2488,0,0,13,4,176,2,-1,0,0
46,0,0,1,0,3570,0,0,13,4,69,2,-1,0,0
37,8,0,0,0,137,0,0,13,4,244,6,-1,0,0
46,0,0,0,0,3984,0,0,13,4,77,2,-1,0,0
52,1,0,1,0,-384,1,0,13,4,114,4,-1,0,0
57,10,0,3,0,0,0,0,13,4,189,2,-1,0,0
38,1,1,1,0,4723,1,0,13,4,187,2,-1,0,0
32,10,0,3,0,163,0,0,13,4,132,2,-1,0,0
51,3,0,3,0,1694,0,0,13,4,186,2,-1,0,0
31,1,1,1,0,391,0,0,13,4,336,2,-1,0,0
46,7,0,1,0,111,0,0,13,4,78,2,-1,0,0
31,0,0,0,0,4720,1,0,13,4,460,2,-1,0,0
32,1,0,1,0,-413,1,0,13,4,100,2,-1,0,0
35,0,0,0,0,46,1,0,13,4,96,2,-1,0,0
52,3,0,3,0,36,0,0,13,4,109,2,-1,0,0
40,1,0,1,0,42,0,0,13,4,1842,2,-1,0,1
45,6,0,1,1,-571,0,0,13,4,332,2,-1,0,0
60,3,0,4,0,3563,0,0,13,4,159,2,-1,0,0
54,10,0,3,0,284,0,0,13,4,127,4,-1,0,0
59,10,0,3,0,235,0,0,13,4,119,2,-1,0,0
57,0,3,0,0,160,0,0,13,4,303,2,-1,0,0
54,5,0,3,0,309,0,0,13,4,969,2,-1,0,1
52,0,0,1,0,-892,1,0,13,4,295,2,-1,0,0
51,6,0,1,0,21,0,1,13,4,157,2,-1,0,0
35,1,0,1,0,-180,0,1,13,4,823,2,-1,0,1
51,6,0,1,0,79,0,0,13,4,89,2,-1,0,0
31,2,1,0,1,-405,1,1,13,4,703,2,-1,0,1
32,1,1,0,0,34646,0,0,13,4,618,9,-1,0,1
41,10,0,3,0,216,0,0,13,4,152,2,-1,0,0
32,0,1,0,0,297,0,0,13,4,225,2,-1,0,0
51,6,3,1,0,14215,0,0,13,4,131,2,-1,0,0
49,1,0,1,0,3392,0,0,13,4,272,2,-1,0,0
33,1,0,1,0,390,0,0,13,4,460,2,-1,0,0
39,0,0,0,0,28433,0,0,13,4,247,2,-1,0,0
45,0,3,0,0,6542,1,0,13,4,93,4,-1,0,0
36,0,3,0,0,59,0,0,13,4,526,2,-1,0,1
58,5,0,3,0,4158,0,0,13,4,455,2,-1,0,1
49,10,0,3,0,640,0,0,13,4,214,4,-1,0,0
38,1,0,0,0,334,1,0,13,4,139,2,-1,0,0
38,1,0,0,0,128,0,0,13,4,183,5,-1,0,0
57,3,0,4,0,2449,0,0,13,4,142,2,-1,0,0
45,0,0,0,0,324,0,0,13,4,258,4,-1,0,0
51,0,0,4,0,712,0,0,13,4,287,2,-1,0,0
50,0,0,0,0,109,1,0,13,4,185,2,-1,0,0
31,0,1,0,0,170,1,1,13,4,458,2,-1,0,0
45,3,0,3,0,6691,0,0,13,4,211,2,-1,0,0
54,1,0,1,0,2225,0,1,13,4,73,2,-1,0,0
34,1,1,1,0,4367,0,0,13,4,121,2,-1,0,0
56,6,0,4,0,681,0,0,13,4,900,2,-1,0,0
47,9,0,1,0,432,0,0,13,4,334,2,-1,0,0
53,1,0,1,0,230,0,1,13,4,112,2,-1,0,0
53,5,0,0,0,7132,0,0,13,4,88,2,-1,0,0
55,3,0,4,0,23,0,0,13,4,123,2,-1,0,0
56,7,0,1,0,0,0,0,13,4,112,4,-1,0,0
48,1,3,1,0,145,1,0,13,4,106,5,-1,0,0
33,0,1,0,0,2302,1,0,13,4,115,2,-1,0,0
35,0,0,0,0,481,0,0,13,4,73,2,-1,0,0
56,6,0,4,0,1784,0,0,13,4,71,2,-1,0,0
54,3,0,1,0,3002,0,0,13,4,110,4,-1,0,0
37,0,0,0,0,4436,0,0,13,4,846,5,-1,0,1
58,5,0,0,0,1669,0,0,13,4,109,2,-1,0,0
50,1,0,1,0,1838,1,1,13,4,221,8,-1,0,0
49,1,0,1,0,2765,0,0,13,4,233,4,-1,0,0
58,3,0,1,0,3148,0,1,13,4,57,2,-1,0,0
60,10,0,4,0,2769,0,0,13,4,96,2,-1,0,0
48,0,0,0,0,5887,0,0,13,4,227,2,-1,0,0
33,0,0,0,0,296,0,0,13,4,142,4,-1,0,0
59,0,0,0,1,782,0,1,13,4,127,2,-1,0,0
32,0,0,0,0,1337,0,0,13,4,283,2,-1,0,0
50,8,0,1,0,36,0,0,13,4,104,10,-1,0,0
52,0,3,0,0,95,0,0,13,4,91,2,-1,0,0
47,3,0,3,0,48,0,0,13,4,170,2,-1,0,0
58,1,1,1,0,382,0,0,13,4,460,2,-1,0,0
50,1,3,1,0,0,0,0,13,4,114,2,-1,0,0
34,1,1,0,0,2658,1,0,13,4,690,2,-1,0,0
40,1,0,1,0,372,1,0,13,4,100,2,-1,0,0
51,1,0,1,0,52,0,0,13,4,114,2,-1,0,0
41,1,3,1,0,1545,0,1,13,4,183,2,-1,0,0
34,1,0,0,0,8463,0,0,13,4,80,2,-1,0,0
32,1,1,1,0,136,1,0,13,4,144,2,-1,0,0
38,0,0,0,0,3452,0,0,13,4,132,2,-1,0,0
60,6,0,1,0,1538,0,0,13,4,352,2,-1,0,0
49,3,0,3,0,67,0,1,13,4,269,4,-1,0,0
34,1,1,0,0,2521,0,0,13,4,73,2,-1,0,0
55,1,0,1,0,303,0,1,13,4,261,2,-1,0,0
40,1,3,1,0,275,0,0,13,4,409,4,-1,0,0
49,3,0,3,0,737,0,0,13,4,100,2,-1,0,0
51,0,3,0,0,0,0,0,13,4,60,2,-1,0,0
31,0,1,0,0,363,0,0,13,4,94,2,-1,0,0
42,0,0,0,0,0,0,0,13,4,325,2,-1,0,0
51,4,0,1,0,0,0,0,13,4,88,2,-1,0,0
33,1,0,1,0,763,0,0,13,4,182,8,-1,0,0
55,5,0,3,0,0,1,1,13,4,201,2,-1,0,0
42,1,0,0,0,849,0,0,13,4,403,2,-1,0,0
36,0,1,1,0,0,0,0,13,4,333,5,-1,0,0
37,1,1,1,0,-242,1,0,13,4,1149,6,-1,0,1
39,0,0,0,0,-974,0,1,13,4,130,4,-1,0,0
35,1,1,0,0,2453,1,0,13,4,119,2,-1,0,0
32,1,1,1,0,493,0,0,13,4,289,2,-1,0,0
51,3,0,3,0,97,0,0,13,4,286,2,-1,0,0
43,1,1,1,0,140,1,0,13,4,221,2,-1,0,0
50,8,0,1,0,10052,0,0,13,4,665,2,-1,0,1
50,0,0,0,0,4,0,0,13,4,143,2,-1,0,0
55,7,0,1,0,-31,0,1,13,4,81,2,-1,0,0
58,5,0,0,0,0,0,0,13,4,641,4,-1,0,1
48,3,0,1,0,893,0,0,13,4,62,2,-1,0,0
47,6,0,1,0,769,1,0,13,4,151,2,-1,0,0
39,1,0,1,0,8,0,1,13,4,87,2,-1,0,0
31,1,1,1,0,4,0,0,13,4,202,2,-1,0,0
51,1,0,1,0,805,0,0,13,4,270,2,-1,0,0
41,1,0,1,0,563,1,0,13,4,69,4,-1,0,0
59,5,0,3,0,249,0,0,13,4,432,5,-1,0,0
45,1,0,1,0,144,0,0,13,4,299,4,-1,0,0
52,1,3,1,0,152,0,0,13,4,404,6,-1,0,1
31,0,0,0,0,156,0,0,13,4,657,7,-1,0,1
32,0,1,0,0,1047,1,0,13,4,203,6,-1,0,0
38,1,1,1,0,227,0,0,13,4,95,4,-1,0,0
48,3,0,3,0,890,0,0,13,4,157,6,-1,0,0
39,1,0,0,0,4373,1,0,13,4,78,6,-1,0,0
53,1,0,1,0,9146,0,0,13,4,136,4,-1,0,0
35,1,3,1,0,3549,1,0,13,4,250,4,-1,0,0
36,0,1,0,0,0,0,0,13,4,296,8,-1,0,0
36,1,1,1,0,9149,1,0,13,4,141,3,-1,0,0
40,0,0,0,0,66,0,0,13,4,737,4,-1,0,1
30,1,1,0,0,0,1,0,13,4,150,4,-1,0,0
60,3,0,3,0,0,0,1,13,4,324,4,-1,0,0
40,1,0,1,0,95,0,0,13,4,156,4,-1,0,0
33,0,0,0,0,728,1,0,13,4,275,5,-1,0,0
51,1,0,1,0,317,0,0,13,4,328,4,-1,0,0
36,1,3,1,0,1941,0,1,13,4,156,4,-1,0,0
45,1,3,0,0,206,0,0,13,4,376,4,-1,0,0
47,6,0,1,0,328,0,0,13,4,260,2,-1,0,0
34,0,1,0,0,9827,1,0,13,4,871,4,-1,0,1
57,3,0,3,0,696,1,0,13,4,89,6,-1,0,0
58,7,0,1,0,627,0,0,13,4,110,4,-1,0,0
36,0,0,0,0,274,0,0,13,4,122,2,-1,0,0
40,0,3,0,0,862,1,0,13,4,98,2,-1,0,0
45,1,1,1,0,113,1,1,13,4,165,2,-1,0,0
52,9,0,1,0,9139,0,0,13,4,684,2,-1,0,0
53,7,0,1,0,6170,0,0,13,4,838,4,-1,0,1
43,0,0,0,0,2383,0,0,13,4,379,6,-1,0,1
47,3,0,3,0,2642,0,0,13,4,310,2,-1,0,0
59,3,0,1,0,10054,0,0,13,4,79,6,-1,0,0
59,5,0,1,0,25947,0,0,13,4,292,2,-1,0,0
33,0,3,0,0,0,0,0,13,4,305,2,-1,0,0
55,1,0,1,0,199,0,0,13,4,15,17,-1,0,0
30,1,1,0,0,635,0,0,13,4,851,8,-1,0,1
34,1,0,1,0,0,1,1,13,4,60,2,-1,0,0
41,0,3,0,0,4329,1,0,13,4,559,4,-1,0,0
35,0,3,0,0,434,1,0,13,4,1314,2,-1,0,1
34,1,0,1,0,-346,0,0,13,4,136,4,-1,0,0
52,0,1,0,0,556,0,0,13,4,733,6,-1,0,0
35,1,1,0,0,303,0,0,13,4,713,2,-1,0,0
41,1,3,1,0,258,0,0,13,4,104,6,-1,0,0
31,0,1,0,0,6413,0,0,13,4,517,2,-1,0,0
40,0,0,0,0,143,0,0,13,4,832,6,-1,0,0
44,0,3,0,0,0,0,0,13,4,169,2,-1,0,0
31,1,0,1,0,-302,0,0,13,4,195,2,-1,0,0
30,0,1,0,0,756,0,0,13,4,321,4,-1,0,0
50,0,0,0,0,400,0,0,13,4,343,2,-1,0,0
32,0,1,0,0,90,0,0,13,4,116,2,-1,0,0
58,0,1,0,0,2297,0,0,13,4,96,2,-1,0,0
56,10,0,3,0,19,0,0,13,4,111,2,-1,0,0
30,0,0,1,0,877,1,1,13,4,92,5,-1,0,0
48,7,0,1,0,400,1,1,13,4,158,1,-1,0,0
54,0,0,0,0,588,0,0,13,4,327,1,-1,0,0
51,3,0,3,0,3754,0,1,13,4,202,3,-1,0,0
59,5,0,3,0,1393,1,1,13,4,314,1,-1,0,0
34,1,1,1,0,16,0,0,13,4,990,1,-1,0,1
43,0,3,0,0,666,0,0,13,4,160,3,-1,0,0
